id,image,label,sample,m_majorAxis,Age
1023,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,249.931839,3365.5
1024,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,266.799133,3365.5
1025,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,408.523315,3365.5
1026,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,119.905441,3365.5
1027,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,29.88537,3365.5
1028,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,60.529312,3365.5
1029,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,989.531433,3365.5
1030,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,300.197083,3365.5
1031,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,119.718849,3365.5
1032,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,Multiple,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [32272,382.051727,3365.5
1033,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,681.980957,3365.5
1034,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,165.645477,3365.5
1035,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43044,493.824219,3365.5
1036,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43884,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [43884,355.074432,3365.5
1037,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [493,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [493,886.009705,3365.5
1038,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [63334,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [63334,631.007324,3365.5
1039,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,1097.468628,3365.5
1040,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,68.280014,3365.5
1041,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,116.814713,3365.5
1042,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,150.927277,3365.5
1043,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,264.503448,3365.5
1044,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,340.415436,3365.5
1045,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,227.954834,3365.5
1046,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,224.876831,3365.5
1047,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,70.803429,3365.5
1048,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,36.520149,3365.5
1049,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,138.166214,3365.5
1050,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,362.388367,3365.5
1051,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,189.273834,3365.5
1052,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,229.282654,3365.5
1053,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,421.664093,3365.5
1054,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,795.404175,3365.5
1055,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,219.536362,3365.5
1056,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [65134,98.640625,3365.5
1057,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,385.611145,3365.5
1058,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,295.702759,3365.5
1059,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,144.411957,3365.5
1060,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,69.205627,3365.5
1061,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,298.903198,3365.5
1062,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Tanypodinae,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,442.545258,3365.5
1063,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,825.45459,3365.5
1064,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,314.122406,3365.5
1065,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,411.485229,3365.5
1066,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,545.827026,3365.5
1067,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,384.947968,3365.5
1068,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,369.074829,3365.5
1069,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,94.54628,3365.5
1070,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,282.447205,3365.5
1071,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,443.169922,3365.5
1072,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,unsure,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,535.779114,3365.5
1073,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,446.385437,3365.5
1074,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,82.011353,3365.5
1075,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,273.288391,3365.5
1076,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [66253,220.876083,3365.5
1077,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [6828,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [6828,378.998474,3365.5
1078,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [72805,Multiple,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [72805,663.088989,3365.5
1079,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [7751,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [7751,245.676605,3365.5
1080,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [7751,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [7751,283.490601,3365.5
1081,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,268.462189,3365.5
1082,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,349.850586,3365.5
1083,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,91.870728,3365.5
1084,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,388.380493,3365.5
1085,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [8646,632.734802,3365.5
1086,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,268.862518,3365.5
1087,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,127.540161,3365.5
1088,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,50.907341,3365.5
1089,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,260.97998,3365.5
1090,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 1 [9901,98.741325,3365.5
1091,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Pollen,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,94.194885,3365.5
1092,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,169.031937,3365.5
1093,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,46.207497,3365.5
1094,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,815.739807,3365.5
1095,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,75.815979,3365.5
1096,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,139.926834,3365.5
1097,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,169.813873,3365.5
1098,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Tanypodinae,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,111.767494,3365.5
1099,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,404.673706,3365.5
1100,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,238.806808,3365.5
1101,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,91.539635,3365.5
1102,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,90.758224,3365.5
1103,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,553.20282,3365.5
1104,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,461.592987,3365.5
1105,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,305.066101,3365.5
1106,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,97.743996,3365.5
1107,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,199.772339,3365.5
1108,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Pollen,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,181.028809,3365.5
1109,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,150.416946,3365.5
1110,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,79.262703,3365.5
1111,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,465.581573,3365.5
1112,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,71.838364,3365.5
1113,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,1008.737305,3365.5
1114,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,85.885307,3365.5
1115,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,614.979858,3365.5
1116,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,463.513733,3365.5
1117,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Pollen,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,109.071167,3365.5
1118,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Pollen,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,287.695618,3365.5
1119,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,539.131104,3365.5
1120,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,144.060898,3365.5
1121,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,755.212463,3365.5
1122,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,149.205627,3365.5
1123,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,122.982399,3365.5
1124,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,102.866867,3365.5
1125,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,Blurry specimens,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2574,27.521013,3365.5
1126,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,316.246399,3365.5
1127,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,unsure,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,419.785553,3365.5
1128,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,203.646622,3365.5
1129,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,191.772491,3365.5
1130,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,188.638611,3365.5
1131,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,166.641312,3365.5
1132,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Corynoneura spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,228.919525,3365.5
1133,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Chironomus spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,518.724792,3365.5
1134,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Psectrocladius spp,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,350.186676,3365.5
1135,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,97.873329,3365.5
1136,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Particles,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,58.191448,3365.5
1137,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Background,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,310.70752,3365.5
1138,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,956.840332,3365.5
1139,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,Fragmented hc,Annotation-LDRS-06-01 Dr01a 40_41 DEF ABC 2 [2578,271.236389,3365.5
