id,image,label,sample,m_majorAxis
1841,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,100.368652
1842,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,138.074265
1843,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,328.51767
1844,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,Background,37_Br2_.scn - scn - Peleaga 25 cm_2 ,69.846893
1845,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,240.23912
1846,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region1_Rectangle (14034,unsure,37_Br2_.scn - scn - Peleaga 25 cm_2 ,91.651932
1847,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Corynoneura spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,103.18396
1848,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,181.599472
1849,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Particles,37_Br2_.scn - scn - Peleaga 25 cm_2 ,122.316971
1850,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Microtendipes pedellus,37_Br2_.scn - scn - Peleaga 25 cm_2 ,119.406288
1851,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,151.8311
1852,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Chironomus spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,124.312965
1853,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Particles,37_Br2_.scn - scn - Peleaga 25 cm_2 ,163.040482
1854,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,439.527435
1855,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Psectrocladius spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,171.418823
1856,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,77.488358
1857,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,65.307747
1858,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,397.723602
1859,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,51.450039
1860,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,73.892174
1861,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Psectrocladius spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,87.217216
1862,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Micropsectra insignilobus,37_Br2_.scn - scn - Peleaga 25 cm_2 ,150.179764
1863,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,91.713783
1864,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,333.944275
1865,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,570.346558
1866,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,246.735764
1867,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region2_Rectangle (913,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,168.905136
1868,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,842.630066
1869,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Tanypodinae,37_Br2_.scn - scn - Peleaga 25 cm_2 ,336.073029
1870,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Tanytarsus lugens,37_Br2_.scn - scn - Peleaga 25 cm_2 ,245.606689
1871,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,123.749626
1872,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,152.697144
1873,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Tanypodinae,37_Br2_.scn - scn - Peleaga 25 cm_2 ,75.242363
1874,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,439.558655
1875,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,283.270813
1876,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Multiple,37_Br2_.scn - scn - Peleaga 25 cm_2 ,447.83493
1877,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,174.801926
1878,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region3_Rectangle (24778,Tanytarsus lugens,37_Br2_.scn - scn - Peleaga 25 cm_2 ,291.84433
1879,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Pseudochironomus spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,104.851585
1880,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,99.452057
1881,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Particles,37_Br2_.scn - scn - Peleaga 25 cm_2 ,619.6073
1882,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Particles,37_Br2_.scn - scn - Peleaga 25 cm_2 ,94.556511
1883,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,171.022186
1884,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Corynoneura spp,37_Br2_.scn - scn - Peleaga 25 cm_2 ,134.543732
1885,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,226.34108
1886,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,99.189522
1887,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Background,37_Br2_.scn - scn - Peleaga 25 cm_2 ,27.618532
1888,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Background,37_Br2_.scn - scn - Peleaga 25 cm_2 ,96.048752
1889,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,104.156837
1890,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Micropsectra insignilobus,37_Br2_.scn - scn - Peleaga 25 cm_2 ,138.217285
1891,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Tanypodinae,37_Br2_.scn - scn - Peleaga 25 cm_2 ,203.82428
1892,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,84.134262
1893,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Tanytarsus lugens,37_Br2_.scn - scn - Peleaga 25 cm_2 ,231.527206
1894,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,260.572876
1895,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,143.052338
1896,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Background,37_Br2_.scn - scn - Peleaga 25 cm_2 ,145.751175
1897,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,113.976646
1898,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Fragmented hc,37_Br2_.scn - scn - Peleaga 25 cm_2 ,234.584473
1899,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Micropsectra radialis,37_Br2_.scn - scn - Peleaga 25 cm_2 ,227.446198
1900,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Tanytarsus lugens,37_Br2_.scn - scn - Peleaga 25 cm_2 ,226.760681
1901,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Mandible,37_Br2_.scn - scn - Peleaga 25 cm_2 ,172.859818
1902,D:\insectPtemp_repo\images\Segmented images_Peleaga\37_Br2_.scn - scn - Peleaga 25 cm_2 d\region4_Rectangle (3604,Particles,37_Br2_.scn - scn - Peleaga 25 cm_2 ,107.839005
1903,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,679.613831
1904,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,141.357101
1905,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,257.168335
1906,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,684.732605
1907,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,99.070099
1908,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Micropsectra radialis,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,241.764893
1909,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,69.335411
1910,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region1_Rectangle (26723,Micropsectra radialis,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,263.66629
1911,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Paratanytarsus austriacus,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,154.719772
1912,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,225.962509
1913,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,275.712891
1914,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Microtendipes pedellus,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,39.871838
1915,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,131.316757
1916,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Tanypodinae,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,225.205734
1917,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,136.388199
1918,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,122.797813
1919,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,120.250786
1920,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,86.858192
1921,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,90.341652
1922,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Heterotrissocladius marcidus,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,124.93248
1923,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,36.001019
1924,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,262.752899
1925,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Blurry specimens,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,61.468189
1926,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,230.78421
1927,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,328.398834
1928,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Chironomus spp,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,156.42981
1929,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Multiple,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,550.761475
1930,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region2_Rectangle (4195,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,311.105011
1931,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,97.463203
1932,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,299.073334
1933,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,173.10228
1934,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,122.869194
1935,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Psectrocladius spp,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,170.754471
1936,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,203.366516
1937,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Multiple,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,349.801514
1938,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Tanytarsus lugens,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,254.642517
1939,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Pentaneurini spp,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,99.299873
1940,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,466.485168
1941,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,124.040977
1942,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,216.816559
1943,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,60.141338
1944,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,195.529694
1945,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,139.093048
1946,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,263.938232
1947,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,169.028717
1948,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Chironomus spp,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,487.385223
1949,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,124.824478
1950,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,124.236374
1951,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,others,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,253.341003
1952,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region3_Rectangle (27471,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,132.713074
1953,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,96.623756
1954,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Micropsectra radialis,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,246.459274
1955,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,34.40519
1956,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Fragmented hc,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,137.591003
1957,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,384.043304
1958,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,186.021225
1959,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Micropsectra radialis,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,292.885254
1960,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Tanytarsus lugens,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,260.632599
1961,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Orthocladiinae Diamesinae,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,215.227509
1962,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Background,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,283.819977
1963,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Microtendipes pedellus,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,480.759552
1964,D:\insectPtemp_repo\images\Segmented images_Peleaga\38_Br2_.scn - scn - Peleaga 25 cm_3 a_d\region4_Rectangle (0,Corynoneura spp,38_Br2_.scn - scn - Peleaga 25 cm_3 a_,149.233688
