id,image,label,sample,m_majorAxis
559,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1671-ROY 09 A 6a-2 70-71.czi - ScanRegion16.jpg,Micropsectra insignilobus,1671-ROY 09 A 6a-2 70-71.czi - ScanRegion1,61.626213
560,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1672-ROY 09 A 6a-2 70-71.czi - ScanRegion1.jpg,Paratanytarsus austriacus,1672-ROY 09 A 6a-2 70-71.czi - ScanRegion,137.141296
561,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1703-ROY 09 A 6a-2 70-71_1.czi - ScanRegion4.jpg,Micropsectra insignilobus,1703-ROY 09 A 6a-2 70-71_1.czi - ScanRegion,96.489716
562,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1704-ROY 09 A 6a-2 70-71_1.czi - ScanRegion9.jpg,Mentum,1704-ROY 09 A 6a-2 70-71_1.czi - ScanRegion,52.405579
563,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1705-ROY 09 A 6a-2 70-71_1.czi - ScanRegion9.jpg,Micropsectra radialis,1705-ROY 09 A 6a-2 70-71_1.czi - ScanRegion,36.204552
564,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1774-ROY 09 A 6a-2 73-74_3.czi - ScanRegion0.jpg,Mentum,1774-ROY 09 A 6a-2 73-74_3.czi - ScanRegion,65.105186
565,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1791-ROY 09 A 6a-2 73-74_3.czi - ScanRegion4.jpg,Micropsectra insignilobus,1791-ROY 09 A 6a-2 73-74_3.czi - ScanRegion,19.151455
566,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1805-ROY 09 A 6a-2 73-74_4.czi - ScanRegion14.jpg,Mentum,1805-ROY 09 A 6a-2 73-74_4.czi - ScanRegion1,58.874035
567,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1845-ROY 09 A 6a-2 73-74_6.czi - ScanRegion6.jpg,Fragmented hc,1845-ROY 09 A 6a-2 73-74_6.czi - ScanRegion,54.873238
568,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1870-ROY 09 A 6a-2 73-74_8.czi - ScanRegion5.jpg,Micropsectra insignilobus,1870-ROY 09 A 6a-2 73-74_8.czi - ScanRegion,105.307343
569,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1877-ROY 09 A 6a-2 80-81.czi - ScanRegion14.jpg,Blurry specimens,1877-ROY 09 A 6a-2 80-81.czi - ScanRegion1,23.522213
570,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra Insignilobus gula\1924-ROY 09 A 6a-2 80-81_2.czi - ScanRegion4.jpg,Micropsectra insignilobus,1924-ROY 09 A 6a-2 80-81_2.czi - ScanRegion,45.924301
571,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0009-ROY 09 5b-3 14-15.czi - ScanRegion16.jpg,Fragmented hc,0009-ROY 09 5b-3 14-15.czi - ScanRegion1,168.329849
572,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0014-ROY 09 5b-3 14-15.czi - ScanRegion4.jpg,Blurry specimens,0014-ROY 09 5b-3 14-15.czi - ScanRegion,138.934036
573,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0053-ROY 09 5b-3 17-18_1.czi - ScanRegion13.jpg,Micropsectra insignilobus,0053-ROY 09 5b-3 17-18_1.czi - ScanRegion1,57.681492
574,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0085-ROY 09 5b-3 2 42-43check_2.czi - ScanRegion11.jpg,Particles,0085-ROY 09 5b-3 2 42-43check_2.czi - ScanRegion1,86.72377
575,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0099-ROY 09 5b-3 2 42-43check_3.czi - ScanRegion1.jpg,Fragmented hc,0099-ROY 09 5b-3 2 42-43check_3.czi - ScanRegion,103.048103
576,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0115-ROY 09 5b-3 24-25_1.czi - ScanRegion19.jpg,Micropsectra insignilobus,0115-ROY 09 5b-3 24-25_1.czi - ScanRegion1,24.894947
577,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0140-ROY 09 5b-3 24-25_3.czi - ScanRegion8.jpg,Micropsectra insignilobus,0140-ROY 09 5b-3 24-25_3.czi - ScanRegion,59.008549
578,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0145-ROY 09 5b-3 24-25_4.czi - ScanRegion15.jpg,Micropsectra insignilobus,0145-ROY 09 5b-3 24-25_4.czi - ScanRegion1,73.682373
579,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0163-ROY 09 5b-3 27-28.czi - ScanRegion0.jpg,Micropsectra insignilobus,0163-ROY 09 5b-3 27-28.czi - ScanRegion,103.17469
580,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0184-ROY 09 5b-3 27-28.czi - ScanRegion4.jpg,Micropsectra insignilobus,0184-ROY 09 5b-3 27-28.czi - ScanRegion,2573.348145
581,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0204-ROY 09 5b-3 29-30_1.czi - ScanRegion13.jpg,Fragmented hc,0204-ROY 09 5b-3 29-30_1.czi - ScanRegion1,89.266853
582,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0217-ROY 09 5b-3 29-30_2.czi - ScanRegion5.jpg,Micropsectra insignilobus,0217-ROY 09 5b-3 29-30_2.czi - ScanRegion,88.694687
583,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0246-ROY 09 5b-3 32-33_1.czi - ScanRegion9.jpg,Micropsectra insignilobus,0246-ROY 09 5b-3 32-33_1.czi - ScanRegion,80.754097
584,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0279-ROY 09 5b-3 32-33_7.czi - ScanRegion4.jpg,Micropsectra insignilobus,0279-ROY 09 5b-3 32-33_7.czi - ScanRegion,56.925941
585,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0324-ROY 09 5b-3 34-35_2.czi - ScanRegion5.jpg,Micropsectra insignilobus,0324-ROY 09 5b-3 34-35_2.czi - ScanRegion,110.40815
586,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0361-ROY 09 5b-3 39-40_2.czi - ScanRegion0.jpg,Micropsectra insignilobus,0361-ROY 09 5b-3 39-40_2.czi - ScanRegion,52.876808
587,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0406-ROY 09 5b-3 47-48.czi - ScanRegion17.jpg,Micropsectra insignilobus,0406-ROY 09 5b-3 47-48.czi - ScanRegion1,75.350967
588,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0411-ROY 09 5b-3 47-48.czi - ScanRegion8.jpg,Micropsectra radialis,0411-ROY 09 5b-3 47-48.czi - ScanRegion,47.516365
589,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0429-ROY 09 5b-3 47-48_2.czi - ScanRegion2.jpg,Micropsectra insignilobus,0429-ROY 09 5b-3 47-48_2.czi - ScanRegion,56.794525
590,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0440-ROY 09 5b-3 54-55.czi - ScanRegion2.jpg,Micropsectra insignilobus,0440-ROY 09 5b-3 54-55.czi - ScanRegion,75.074661
591,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0442-ROY 09 5b-3 54-55.czi - ScanRegion2.jpg,Micropsectra insignilobus,0442-ROY 09 5b-3 54-55.czi - ScanRegion,67.388779
592,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0458-ROY 09 5b-3 54-55_1.czi - ScanRegion6.jpg,Micropsectra insignilobus,0458-ROY 09 5b-3 54-55_1.czi - ScanRegion,62.888233
593,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0462-ROY 09 5b-3 54-55_1.czi - ScanRegion7.jpg,Micropsectra insignilobus,0462-ROY 09 5b-3 54-55_1.czi - ScanRegion,84.696037
594,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0601-ROY 09 6a-2 33-34.czi - ScanRegion10.jpg,Micropsectra insignilobus,0601-ROY 09 6a-2 33-34.czi - ScanRegion1,73.954803
595,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0685-ROY 09 6a-2 58-59.czi - ScanRegion8.jpg,Micropsectra insignilobus,0685-ROY 09 6a-2 58-59.czi - ScanRegion,46.878353
596,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0695-ROY 09 6a-2 58-59_3.czi - ScanRegion12.jpg,Micropsectra insignilobus,0695-ROY 09 6a-2 58-59_3.czi - ScanRegion1,93.234184
597,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0708-ROY 09 6a-2 58-59_5.czi - ScanRegion11.jpg,Micropsectra insignilobus,0708-ROY 09 6a-2 58-59_5.czi - ScanRegion1,58.445877
598,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0734-ROY 09 6a-2 58-59_9.czi - ScanRegion12.jpg,Micropsectra insignilobus,0734-ROY 09 6a-2 58-59_9.czi - ScanRegion1,81.953934
599,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0740-ROY 09 6a-2 63-64.czi - ScanRegion22.jpg,Micropsectra insignilobus,0740-ROY 09 6a-2 63-64.czi - ScanRegion2,57.593586
600,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0745-ROY 09 6a-2 63-64_2.czi - ScanRegion12.jpg,Micropsectra insignilobus,0745-ROY 09 6a-2 63-64_2.czi - ScanRegion1,47.943516
601,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0746-ROY 09 6a-2 63-64_2.czi - ScanRegion1.jpg,Chaoborus mandible,0746-ROY 09 6a-2 63-64_2.czi - ScanRegion,22.585688
602,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0750-ROY 09 6a-2 63-64_2.czi - ScanRegion6.jpg,Micropsectra insignilobus,0750-ROY 09 6a-2 63-64_2.czi - ScanRegion,99.29351
603,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0765-ROY 09 6a-2 65-66_1.czi - ScanRegion3.jpg,Blurry specimens,0765-ROY 09 6a-2 65-66_1.czi - ScanRegion,98.760986
604,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0771-ROY 09 6a-2 65-66_1.czi - ScanRegion8.jpg,Micropsectra insignilobus,0771-ROY 09 6a-2 65-66_1.czi - ScanRegion,32.885036
605,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0777-ROY 09 6a-2 68-69 1 cm3.czi - ScanRegion5.jpg,Micropsectra insignilobus,0777-ROY 09 6a-2 68-69 1 cm3.czi - ScanRegion,106.969398
606,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0780-ROY 09 6a-2 68-69 1 cm3.czi - ScanRegion5.jpg,Micropsectra insignilobus,0780-ROY 09 6a-2 68-69 1 cm3.czi - ScanRegion,67.25972
607,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0789-ROY 09 6a-2 68-69 1 cm3_1.czi - ScanRegion2.jpg,Micropsectra insignilobus,0789-ROY 09 6a-2 68-69 1 cm3_1.czi - ScanRegion,62.032486
608,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0801-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion0.jpg,Micropsectra insignilobus,0801-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion,64.579788
609,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0804-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion11.jpg,Micropsectra insignilobus,0804-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion1,84.514656
610,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0816-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion7.jpg,Micropsectra radialis,0816-ROY 09 6a-2 68-69 1 cm3_2.czi - ScanRegion,67.025314
611,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0829-ROY 09 6a-2 75-76.czi - ScanRegion15.jpg,Micropsectra insignilobus,0829-ROY 09 6a-2 75-76.czi - ScanRegion1,59.209518
612,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0833-ROY 09 6a-2 75-76.czi - ScanRegion20.jpg,Blurry specimens,0833-ROY 09 6a-2 75-76.czi - ScanRegion2,39.975624
613,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0842-ROY 09 6a-2 75-76_1.czi - ScanRegion13.jpg,Micropsectra insignilobus,0842-ROY 09 6a-2 75-76_1.czi - ScanRegion1,35.995285
614,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0852-ROY 09 6a-2 75-76_2.czi - ScanRegion0.jpg,Micropsectra insignilobus,0852-ROY 09 6a-2 75-76_2.czi - ScanRegion,73.141396
615,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0855-ROY 09 6a-2 75-76_2.czi - ScanRegion2.jpg,Micropsectra insignilobus,0855-ROY 09 6a-2 75-76_2.czi - ScanRegion,149.227997
616,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0867-ROY 09 6a-2 75-76_3.czi - ScanRegion5.jpg,Fragmented hc,0867-ROY 09 6a-2 75-76_3.czi - ScanRegion,148.886856
617,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0882-ROY 09 6a-2 78-79.czi - ScanRegion11.jpg,Micropsectra insignilobus,0882-ROY 09 6a-2 78-79.czi - ScanRegion1,42.063847
618,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0883-ROY 09 6a-2 78-79.czi - ScanRegion12.jpg,Micropsectra insignilobus,0883-ROY 09 6a-2 78-79.czi - ScanRegion1,69.25634
619,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0886-ROY 09 6a-2 78-79.czi - ScanRegion14.jpg,Micropsectra insignilobus,0886-ROY 09 6a-2 78-79.czi - ScanRegion1,107.675491
620,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0887-ROY 09 6a-2 78-79.czi - ScanRegion14.jpg,Micropsectra insignilobus,0887-ROY 09 6a-2 78-79.czi - ScanRegion1,130.859879
621,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0892-ROY 09 6a-2 78-79.czi - ScanRegion3.jpg,Micropsectra insignilobus,0892-ROY 09 6a-2 78-79.czi - ScanRegion,157.268951
622,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0925-ROY 09 6a-2 78-79_2.czi - ScanRegion9.jpg,Fragmented hc,0925-ROY 09 6a-2 78-79_2.czi - ScanRegion,28.049196
623,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0934-ROY 09 6a-2 78-79_3.czi - ScanRegion11.jpg,Mentum,0934-ROY 09 6a-2 78-79_3.czi - ScanRegion1,119.790283
624,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0937-ROY 09 6a-2 78-79_3.czi - ScanRegion18.jpg,Micropsectra insignilobus,0937-ROY 09 6a-2 78-79_3.czi - ScanRegion1,344.381805
625,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0956-ROY 09 6a-2 78-79_5.czi - ScanRegion11.jpg,Micropsectra insignilobus,0956-ROY 09 6a-2 78-79_5.czi - ScanRegion1,122.4618
626,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0977-ROY 09 6a-2 78-79_7.czi - ScanRegion11.jpg,Micropsectra insignilobus,0977-ROY 09 6a-2 78-79_7.czi - ScanRegion1,101.46347
627,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0978-ROY 09 6a-2 78-79_7.czi - ScanRegion11.jpg,Micropsectra insignilobus,0978-ROY 09 6a-2 78-79_7.czi - ScanRegion1,53.400539
628,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0979-ROY 09 6a-2 78-79_7.czi - ScanRegion11.jpg,Tanytarsus lugens,0979-ROY 09 6a-2 78-79_7.czi - ScanRegion1,38.084373
629,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0983-ROY 09 6a-2 78-79_8.czi - ScanRegion11.jpg,Micropsectra insignilobus,0983-ROY 09 6a-2 78-79_8.czi - ScanRegion1,51.37962
630,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\0986-ROY 09 6a-2 78-79_8.czi - ScanRegion1.jpg,Micropsectra insignilobus,0986-ROY 09 6a-2 78-79_8.czi - ScanRegion,118.824478
631,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1081-ROY 09 6a-2 83-84_3.czi - ScanRegion16.jpg,Micropsectra insignilobus,1081-ROY 09 6a-2 83-84_3.czi - ScanRegion1,28.336426
632,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1121-ROY 09 6a-2 85-86.czi - ScanRegion18.jpg,Micropsectra insignilobus,1121-ROY 09 6a-2 85-86.czi - ScanRegion1,139.854233
633,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1130-ROY 09 6a-2 85-86.czi - ScanRegion4.jpg,Micropsectra insignilobus,1130-ROY 09 6a-2 85-86.czi - ScanRegion,115.574074
634,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1134-ROY 09 6a-2 85-86.czi - ScanRegion6.jpg,Fragmented hc,1134-ROY 09 6a-2 85-86.czi - ScanRegion,122.810303
635,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1136-ROY 09 6a-2 85-86.czi - ScanRegion6.jpg,Micropsectra insignilobus,1136-ROY 09 6a-2 85-86.czi - ScanRegion,93.91523
636,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1150-ROY 09 6a-2 85-86_2.czi - ScanRegion13.jpg,Micropsectra insignilobus,1150-ROY 09 6a-2 85-86_2.czi - ScanRegion1,96.613075
637,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1155-ROY 09 6a-2 85-86_2.czi - ScanRegion15.jpg,Micropsectra insignilobus,1155-ROY 09 6a-2 85-86_2.czi - ScanRegion1,56.447113
638,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1157-ROY 09 6a-2 85-86_2.czi - ScanRegion1.jpg,Micropsectra insignilobus,1157-ROY 09 6a-2 85-86_2.czi - ScanRegion,105.034653
639,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1170-ROY 09 6a-2 85-86_3.czi - ScanRegion13.jpg,Micropsectra insignilobus,1170-ROY 09 6a-2 85-86_3.czi - ScanRegion1,74.337334
640,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1173-ROY 09 6a-2 85-86_3.czi - ScanRegion4.jpg,Micropsectra insignilobus,1173-ROY 09 6a-2 85-86_3.czi - ScanRegion,53.644112
641,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1175-ROY 09 6a-2 85-86_3.czi - ScanRegion6.jpg,Micropsectra insignilobus,1175-ROY 09 6a-2 85-86_3.czi - ScanRegion,71.694321
642,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1179-ROY 09 6a-2 88-89.czi - ScanRegion10.jpg,Micropsectra insignilobus,1179-ROY 09 6a-2 88-89.czi - ScanRegion1,67.593208
643,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1188-ROY 09 6a-2 88-89.czi - ScanRegion14.jpg,Micropsectra insignilobus,1188-ROY 09 6a-2 88-89.czi - ScanRegion1,79.770531
644,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1189-ROY 09 6a-2 88-89.czi - ScanRegion14.jpg,Fragmented hc,1189-ROY 09 6a-2 88-89.czi - ScanRegion1,144.286179
645,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1207-ROY 09 6a-2 88-89_1.czi - ScanRegion18.jpg,Micropsectra insignilobus,1207-ROY 09 6a-2 88-89_1.czi - ScanRegion1,119.452133
646,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1217-ROY 09 6a-2 88-89_2.czi - ScanRegion13.jpg,Micropsectra insignilobus,1217-ROY 09 6a-2 88-89_2.czi - ScanRegion1,100.004425
647,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1231-ROY 09 6a-2 88-89_2.czi - ScanRegion2.jpg,Micropsectra insignilobus,1231-ROY 09 6a-2 88-89_2.czi - ScanRegion,89.934631
648,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1232-ROY 09 6a-2 88-89_2.czi - ScanRegion2.jpg,Blurry specimens,1232-ROY 09 6a-2 88-89_2.czi - ScanRegion,72.518951
649,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1233-ROY 09 6a-2 88-89_2.czi - ScanRegion5.jpg,Blurry specimens,1233-ROY 09 6a-2 88-89_2.czi - ScanRegion,115.67337
650,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1236-ROY 09 6a-2 88-89_3.czi - ScanRegion11.jpg,Micropsectra insignilobus,1236-ROY 09 6a-2 88-89_3.czi - ScanRegion1,107.127411
651,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1244-ROY 09 6a-2 88-89_3.czi - ScanRegion1.jpg,Fragmented hc,1244-ROY 09 6a-2 88-89_3.czi - ScanRegion,135.423508
652,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1248-ROY 09 6a-2 88-89_3.czi - ScanRegion4.jpg,Micropsectra insignilobus,1248-ROY 09 6a-2 88-89_3.czi - ScanRegion,105.016441
653,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1249-ROY 09 6a-2 88-89_3.czi - ScanRegion4.jpg,Micropsectra insignilobus,1249-ROY 09 6a-2 88-89_3.czi - ScanRegion,157.936676
654,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1256-ROY 09 6a-2 90-91.czi - ScanRegion15.jpg,Micropsectra insignilobus,1256-ROY 09 6a-2 90-91.czi - ScanRegion1,80.769043
655,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1257-ROY 09 6a-2 90-91.czi - ScanRegion16.jpg,Micropsectra insignilobus,1257-ROY 09 6a-2 90-91.czi - ScanRegion1,47.973267
656,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1275-ROY 09 6a-2 90-91_1.czi - ScanRegion8.jpg,Micropsectra insignilobus,1275-ROY 09 6a-2 90-91_1.czi - ScanRegion,70.994156
657,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1286-ROY 09 6a-2 90-91_1.czi - ScanRegion9.jpg,Micropsectra radialis,1286-ROY 09 6a-2 90-91_1.czi - ScanRegion,55.184414
658,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1291-ROY 09 6a-2 90-91_2.czi - ScanRegion6.jpg,Micropsectra insignilobus,1291-ROY 09 6a-2 90-91_2.czi - ScanRegion,58.138599
659,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1300-ROY 09 A 5B-3 12-13.czi - ScanRegion1.jpg,Microtendipes pedellus,1300-ROY 09 A 5B-3 12-13.czi - ScanRegion,113.116478
660,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1312-ROY 09 A 5B-3 12-13_1.czi - ScanRegion4.jpg,Corynoneura spp,1312-ROY 09 A 5B-3 12-13_1.czi - ScanRegion,110.918358
661,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1321-ROY 09 A 5B-3 12-13_2.czi - ScanRegion5.jpg,Micropsectra insignilobus,1321-ROY 09 A 5B-3 12-13_2.czi - ScanRegion,51.574902
662,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1326-ROY 09 A 5b-3 19-20.czi - ScanRegion16.jpg,Micropsectra insignilobus,1326-ROY 09 A 5b-3 19-20.czi - ScanRegion1,32.726818
663,D:\insectPtemp_repo\images\LDRY to Martin\images_20250717_220014\Micropsectra insignilobus piedestal\1328-ROY 09 A 5b-3 19-20.czi - ScanRegion4.jpg,Micropsectra insignilobus,1328-ROY 09 A 5b-3 19-20.czi - ScanRegion,76.135208
