id,image,label,Lake,sample,m_majorAxis,id1
1031,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-14_B_Litvorove pliso.scn  2 [4732,Micropsectra radialis,Litworowy Staw,14_B_Litvorove pliso.scn  2 [4732,487.4431397000001,14
2330,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-14_B_Litvorove pliso.scn  2 [4931,Orthocladiinae Diamesinae,Litworowy Staw,14_B_Litvorove pliso.scn  2 [4931,245.6889006,14
427,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius  marcidus-14_B_Litvorove pliso.scn  2 [6758,Heterotrissocladius marcidus,Litworowy Staw,14_B_Litvorove pliso.scn  2 [6758,371.45218825,14
2844,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius  marcidus-14_B_Litvorove pliso.scn  2 [6758,Particles,Litworowy Staw,14_B_Litvorove pliso.scn  2 [6758,105.62104795000002,14
2331,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-14_B_Litvorove pliso.scn  2 [7070,Orthocladiinae Diamesinae,Litworowy Staw,14_B_Litvorove pliso.scn  2 [7070,334.96748945,14
4407,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra radialis-14_B_Litvorove pliso.scn  2 [8569,Fragmented hc,Litworowy Staw,14_B_Litvorove pliso.scn  2 [8569,445.47257370000005,14
1032,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-14_B_Litvorove pliso.scn  2 [8987,Micropsectra radialis,Litworowy Staw,14_B_Litvorove pliso.scn  2 [8987,361.25546875000003,14
4979,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [11244,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [11244,390.47995910000003,15
4486,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra spp-15_B_Cierne Kezmavske.scn  2 [11777,Tanytarsus spp,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [11777,258.56660170000004,15
4980,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [12123,Micropsectra radialis,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [12123,476.77158210000005,15
4194,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [13090,Tanypodinae,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [13090,387.38540335,15
4195,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [1454,Tanypodinae,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [1454,170.9643144,15
323,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [2255,Fragmented hc,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [2255,627.1734865000001,15
324,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [2450,Fragmented hc,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [2450,185.98279865000003,15
3716,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [2450,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [2450,21.776474500000003,15
4981,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [2842,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [2842,485.07952295,15
4487,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra spp-15_B_Cierne Kezmavske.scn  2 [2908,Micropsectra radialis,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [2908,410.5925230000001,15
4488,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra spp-15_B_Cierne Kezmavske.scn  2 [32667,unsure,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [32667,254.41325250000003,15
4982,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [32862,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [32862,412.21533210000007,15
4983,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [33735,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [33735,267.72841205000003,15
325,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [34380,Fragmented hc,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [34380,651.9162353,15
3717,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [34380,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [34380,345.14319455000003,15
3718,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [34380,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [34380,104.28673420000001,15
3951,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [36117,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [36117,31.542685900000002,15
3952,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [36956,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [36956,186.69655015,15
4984,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [36970,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [36970,454.6045075,15
4985,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [37938,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [37938,478.40603965,15
4986,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [37986,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [37986,397.50927755000004,15
4714,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [38753,Heterotrissocladius marcidus,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [38753,392.60657645000003,15
4987,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [3899,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [3899,413.45162375000007,15
2846,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-15_B_Cierne Kezmavske.scn  2 [39398,Diatom,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [39398,36.52422235000001,15
4988,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [41197,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [41197,414.36957705000003,15
4989,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [43338,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [43338,390.04073790000007,15
326,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [5537,Fragmented hc,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [5537,436.41637270000007,15
3719,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [5537,Fragmented hc,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [5537,3038.3391115,15
4990,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [5566,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [5566,304.397775,15
4991,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [6814,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [6814,353.03114935,15
3953,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [7600,Acari spp,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [7600,48.82554985,15
4992,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [7600,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [7600,512.4521941,15
4993,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [8607,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [8607,474.40611900000005,15
4994,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [9051,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [9051,400.17196340000004,15
3720,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [9180,Particles,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [9180,36.7704029,15
3721,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-15_B_Cierne Kezmavske.scn  2 [9180,Background,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [9180,110.7107804,15
4995,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-15_B_Cierne Kezmavske.scn  2 [9626,Tanytarsus lugens,Cierne Kezmarske,15_B_Cierne Kezmavske.scn  2 [9626,412.82770375,15
1033,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [10642,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [10642,610.0478208000001,16
1034,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [12517,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [12517,624.52775275,16
1035,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [2134,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [2134,461.82167955000006,16
2894,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [33752,Background,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [33752,19.5464632,16
1036,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [3456,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [3456,564.0055971,16
2895,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [3456,Particles,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [3456,73.86138485000001,16
1037,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [36193,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [36193,547.2014922000001,16
1038,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [3663,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [3663,519.8156282,16
4996,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [38205,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [38205,418.68944700000003,16
1039,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [38955,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [38955,503.11441345000003,16
1040,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [39865,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [39865,546.9516019,16
1041,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [40013,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [40013,356.49026820000006,16
4997,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [41805,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [41805,452.382788,16
1042,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [42154,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [42154,432.809146,16
1043,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [42515,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [42515,545.4502471000001,16
2896,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [42515,Particles,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [42515,39.93240350000001,16
4998,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [43275,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [43275,412.54212945,16
4999,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [4455,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [4455,351.12877525000005,16
5000,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [4896,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [4896,435.64998455,16
1044,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [60612,Orthocladiinae Diamesinae,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [60612,363.37154535,16
1045,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [61356,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [61356,501.0070648,16
5001,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [61459,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [61459,366.2110749,16
2564,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-16_B_Malezabie pliso_mengusovske_.scn  1 [62280,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [62280,686.0948545,16
3175,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Paratanytarsus austriacus-16_B_Malezabie pliso_mengusovske_.scn  1 [62280,Fragmented hc,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [62280,65.22918105000001,16
1046,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [63304,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [63304,550.28114295,16
1047,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [63693,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [63693,273.80390785000003,16
1048,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [64619,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [64619,355.4101408,16
1049,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [65879,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [65879,323.310504,16
1050,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [66010,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [66010,383.20625585000005,16
1051,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [66574,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [66574,371.65444360000004,16
5002,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [66706,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [66706,401.27159435,16
5003,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [67954,Tanytarsus lugens,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [67954,415.20008255,16
1052,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [69026,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [69026,392.85143150000005,16
1053,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-16_B_Malezabie pliso_mengusovske_.scn  1 [7142,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [7142,547.04740915,16
4715,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsus lugens-16_B_Malezabie pliso_mengusovske_.scn  1 [8919,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [8919,691.1623471500001,16
4489,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra spp-16_B_Malezabie pliso_mengusovske_.scn  1 [9496,Micropsectra radialis,Male zabie,16_B_Malezabie pliso_mengusovske_.scn  1 [9496,467.0339905,16
444,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-17_B_Malezabie pliso_mengusovske__chk.scn  2 [10818,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [10818,378.58416145,17
4408,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [12717,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [12717,262.44780430000003,17
1054,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [13383,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [13383,361.28581555,17
1055,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [14251,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [14251,348.89946905,17
884,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterottrissocladius marcidus-17_B_Malezabie pliso_mengusovske__chk.scn  2 [14442,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [14442,364.59534925,17
1056,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [15330,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [15330,563.2935913000001,17
1057,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [15554,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [15554,265.56819135,17
885,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterottrissocladius marcidus-17_B_Malezabie pliso_mengusovske__chk.scn  2 [2124,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [2124,335.9607053,17
1058,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [2215,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [2215,377.1087892,17
5646,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanyttarsus lugens-17_B_Malezabie pliso_mengusovske__chk.scn  2 [2495,Tanytarsus lugens,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [2495,378.75103475000003,17
1059,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [2814,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [2814,415.63037395000003,17
886,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterottrissocladius marcidus-17_B_Malezabie pliso_mengusovske__chk.scn  2 [38521,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [38521,437.45977495,17
4196,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-17_B_Malezabie pliso_mengusovske__chk.scn  2 [38951,Tanypodinae,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [38951,510.3624361,17
1060,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [39538,Micropsectra radialis,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [39538,310.66278705,17
3722,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,Background,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,13.171027650000001,17
3723,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,Background,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,42.75014205,17
3724,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,Particles,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [41970,49.1349419,17
4197,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-17_B_Malezabie pliso_mengusovske__chk.scn  2 [42202,Tanypodinae,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [42202,564.3247742,17
1061,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-17_B_Malezabie pliso_mengusovske__chk.scn  2 [4244,Heterotrissocladius marcidus,Male zabie,17_B_Malezabie pliso_mengusovske__chk.scn  2 [4244,287.1146696,17
