id,image,label,Lake,sample,m_majorAxis
2856,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [80250,Background,Satanie,3_B_Satanie pliso.scn  3 [80250,70.763809
2230,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-3_B_Satanie pliso.scn  3 [81644,Orthocladiinae Diamesinae,Satanie,3_B_Satanie pliso.scn  3 [81644,368.37674
563,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [81688,Heterotrissocladius marcidus,Satanie,3_B_Satanie pliso.scn  3 [81688,627.496643
2857,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [81688,Particles,Satanie,3_B_Satanie pliso.scn  3 [81688,96.477135
2858,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [81688,Background,Satanie,3_B_Satanie pliso.scn  3 [81688,99.040199
564,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [82293,Heterotrissocladius marcidus,Satanie,3_B_Satanie pliso.scn  3 [82293,593.605774
565,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-3_B_Satanie pliso.scn  3 [82746,Orthocladiinae Diamesinae,Satanie,3_B_Satanie pliso.scn  3 [82746,639.859497
4536,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [10792,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [10792,703.921997
2568,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [11027,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [11027,904.309937
2569,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [1595,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [1595,726.004883
3046,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [1755,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [1755,153.711777
3047,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [1755,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [1755,236.591446
4537,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [1755,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [1755,852.314087
2570,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [1815,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [1815,751.966797
2571,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [2278,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [2278,720.125488
2572,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [3597,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [3597,664.123047
2573,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [38104,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [38104,814.778137
3176,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [38104,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [38104,75.701187
2574,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [39837,Tanytarsus lugens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [39837,749.957642
4238,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [40438,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [40438,513.11145
4538,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [4055,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [4055,988.923157
2575,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [40596,Micropsectra radialis,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [40596,835.026672
2576,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [41516,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [41516,734.523499
2344,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [42694,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [42694,548.17804
25,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\blurry\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [42772,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [42772,1243.631714
3260,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [42772,Particles,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [42772,104.074249
4539,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [42841,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [42841,1073.095825
2345,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [43050,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [43050,541.156067
2577,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [4357,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [4357,786.730469
2346,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [44530,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [44530,639.131775
2578,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [45122,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [45122,779.74939
2579,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [45505,Tanytarsus lugens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [45505,914.665588
2580,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [46735,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [46735,884.489197
4239,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [47045,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [47045,635.798462
4240,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [47840,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [47840,560.370483
4395,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra insignilobus-30_B_Vysne Furkotske.scn  1 [47999,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [47999,514.427673
2581,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [6145,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [6145,699.228699
2582,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [6312,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [6312,687.380493
3048,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [6497,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [6497,217.654938
4540,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [6497,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [6497,885.098694
4541,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [6902,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [6902,809.264099
29,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\blurry\Tanypodinae-30_B_Vysne Furkotske.scn  1 [71364,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [71364,1228.112915
3787,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [71364,Fragmented hc,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [71364,286.688538
3788,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [71364,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [71364,348.798035
3789,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [71364,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [71364,70.880463
4241,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [71568,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [71568,1341.807617
4242,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [75213,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [75213,637.676208
334,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-30_B_Vysne Furkotske.scn  1 [75403,Fragmented hc,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [75403,2001.19104
3790,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [75403,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [75403,292.599457
3791,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [75403,Particles,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [75403,116.224503
2347,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [77670,Heterotrissocladius marcidus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [77670,876.903503
3792,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [77795,Particles,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [77795,90.459015
3793,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [77795,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [77795,1352.622314
4243,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [77795,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [77795,1932.911987
4244,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [79694,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [79694,781.717896
2348,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-30_B_Vysne Furkotske.scn  1 [80862,Orthocladiinae Diamesinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [80862,731.774353
4245,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [81753,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [81753,826.152466
3794,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-30_B_Vysne Furkotske.scn  1 [82472,Background,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [82472,127.693192
4246,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-30_B_Vysne Furkotske.scn  1 [82472,Tanypodinae,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [82472,1379.174194
4542,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [8673,Tanytarsus spp,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [8673,852.087708
2583,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [8925,Paratanytarsus austriacus,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [8925,1035.189087
2584,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-30_B_Vysne Furkotske.scn  1 [9133,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [9133,791.004272
4543,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-30_B_Vysne Furkotske.scn  1 [9212,Blurry specimens,Vysne Furkotske,30_B_Vysne Furkotske.scn  1 [9212,851.001831
296,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Micropsectra type A-32_B_Velke Biele.scn  1 [10806,Fragmented hc,VeLke Biele,32_B_Velke Biele.scn  1 [10806,935.671997
931,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\mandible\Micropsectra type A-32_B_Velke Biele.scn  1 [10806,Blurry specimens,VeLke Biele,32_B_Velke Biele.scn  1 [10806,291.623322
3049,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-32_B_Velke Biele.scn  1 [10806,Chaoborus mandible,VeLke Biele,32_B_Velke Biele.scn  1 [10806,573.868042
5149,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [11051,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [11051,843.739929
5150,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [11179,Blurry specimens,VeLke Biele,32_B_Velke Biele.scn  1 [11179,741.043945
5151,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [1354,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [1354,811.050903
4544,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [13679,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [13679,1119.937256
5152,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [14448,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [14448,778.114441
4545,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [2191,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [2191,803.270935
4685,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsini juvenile-32_B_Velke Biele.scn  1 [38038,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [38038,541.433289
4686,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsini juvenile-32_B_Velke Biele.scn  1 [40640,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [40640,371.509216
3261,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-32_B_Velke Biele.scn  1 [41332,Background,VeLke Biele,32_B_Velke Biele.scn  1 [41332,259.134949
3262,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-32_B_Velke Biele.scn  1 [41332,Background,VeLke Biele,32_B_Velke Biele.scn  1 [41332,113.505363
2349,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-32_B_Velke Biele.scn  1 [41332,Orthocladiinae Diamesinae,VeLke Biele,32_B_Velke Biele.scn  1 [41332,1014.58313
5153,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [42186,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [42186,735.679688
4687,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsini juvenile-32_B_Velke Biele.scn  1 [42607,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [42607,587.473572
3965,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [43020,Background,VeLke Biele,32_B_Velke Biele.scn  1 [43020,87.881516
5154,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [43020,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [43020,892.768188
5155,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [45791,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [45791,751.37854
5156,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [46310,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [46310,773.151001
5157,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [46683,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [46683,873.747375
4546,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [46878,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [46878,763.23645
5158,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [47843,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [47843,637.211792
2195,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Parorthocladius-32_B_Velke Biele.scn  1 [48926,Orthocladiinae Diamesinae,VeLke Biele,32_B_Velke Biele.scn  1 [48926,544.92157
3966,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [49187,Background,VeLke Biele,32_B_Velke Biele.scn  1 [49187,106.906967
5159,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [49187,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [49187,681.927795
5160,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [4991,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [4991,712.011414
2205,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-32_B_Velke Biele.scn  1 [50560,Orthocladiinae Diamesinae,VeLke Biele,32_B_Velke Biele.scn  1 [50560,302.245697
5161,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [5169,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [5169,620.207397
5162,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [5496,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [5496,605.936279
5163,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [6020,Blurry specimens,VeLke Biele,32_B_Velke Biele.scn  1 [6020,710.633118
3050,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-32_B_Velke Biele.scn  1 [69744,Pollen,VeLke Biele,32_B_Velke Biele.scn  1 [69744,23.396536
4547,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [69744,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [69744,823.698242
2134,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Eukiefferiella-32_B_Velke Biele.scn  1 [70915,Orthocladiinae Diamesinae,VeLke Biele,32_B_Velke Biele.scn  1 [70915,563.356506
2548,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\other diptera\Simuliidae-32_B_Velke Biele.scn  1 [71571,Orthocladiinae Diamesinae,VeLke Biele,32_B_Velke Biele.scn  1 [71571,1275.584839
4548,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [72483,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [72483,976.10376
4549,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [74015,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [74015,1032.628052
5164,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [74288,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [74288,691.846802
2206,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-32_B_Velke Biele.scn  1 [74817,Micropsectra radialis,VeLke Biele,32_B_Velke Biele.scn  1 [74817,260.371887
3967,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [76160,Background,VeLke Biele,32_B_Velke Biele.scn  1 [76160,89.203125
3968,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [76160,Background,VeLke Biele,32_B_Velke Biele.scn  1 [76160,81.012375
3969,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [76160,Background,VeLke Biele,32_B_Velke Biele.scn  1 [76160,57.883732
3051,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra type A-32_B_Velke Biele.scn  1 [76636,Blurry specimens,VeLke Biele,32_B_Velke Biele.scn  1 [76636,167.394287
4550,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra type A-32_B_Velke Biele.scn  1 [76636,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [76636,929.94104
5165,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [77324,Tanytarsus lugens,VeLke Biele,32_B_Velke Biele.scn  1 [77324,703.75824
3970,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-32_B_Velke Biele.scn  1 [77584,Background,VeLke Biele,32_B_Velke Biele.scn  1 [77584,121.44416
5166,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-32_B_Velke Biele.scn  1 [77584,Tanytarsus spp,VeLke Biele,32_B_Velke Biele.scn  1 [77584,764.425781
