id,image,label,sample,m_majorAxis
4501,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4193-HIJ B7C1 56-57,Background,4193-HIJ B7C1 56-57,377.024231
4502,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4195-HIJ B7C1 56-57,Background,4195-HIJ B7C1 56-57,1521.53772
4503,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4196-HIJ B7C1 56-57,Background,4196-HIJ B7C1 56-57,212.742188
4508,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4201-HIJ B7C1 56-57,Background,4201-HIJ B7C1 56-57,182.008102
4510,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4203-HIJ B7C1 56-57,Background,4203-HIJ B7C1 56-57,150.830688
4516,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4231-HIJ B7C1 57-58,Background,4231-HIJ B7C1 57-58,85.841087
4524,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4279-HIJ B7C1 57-58,Background,4279-HIJ B7C1 57-58,87.626175
4525,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4280-HIJ B7C1 57-58,Background,4280-HIJ B7C1 57-58,39.261425
4527,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4285-HIJ B7C1 57-58,Background,4285-HIJ B7C1 57-58,40.198601
4528,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4290-HIJ B7C1 57-58,Background,4290-HIJ B7C1 57-58,246.620728
4529,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4291-HIJ B7C1 57-58,Background,4291-HIJ B7C1 57-58,246.078369
4530,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4292-HIJ B7C1 57-58,Background,4292-HIJ B7C1 57-58,133.770737
4531,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4293-HIJ B7C1 57-58,Background,4293-HIJ B7C1 57-58,63.37365
4535,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4298-HIJ B7C1 57-58,Background,4298-HIJ B7C1 57-58,91.497032
4536,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4307-HIJ B7C1 57-58,Background,4307-HIJ B7C1 57-58,76.971458
4537,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4310-HIJ B7C1 57-58,Background,4310-HIJ B7C1 57-58,56.964382
4542,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4329-HIJ B7C1 59-60,Background,4329-HIJ B7C1 59-60,52.943977
4543,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4330-HIJ B7C1 59-60,Background,4330-HIJ B7C1 59-60,59.07642
4545,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4340-HIJ B7C1 59-60,Background,4340-HIJ B7C1 59-60,74.070671
4549,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4349-HIJ B7C1 59-60,Background,4349-HIJ B7C1 59-60,11.79677
4555,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4395-HIJ B7C1 60-61,Background,4395-HIJ B7C1 60-61,6958.271973
4556,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4397-HIJ B7C1 60-61,Background,4397-HIJ B7C1 60-61,774.090942
4560,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4421-HIJ B7C1 60-61,Background,4421-HIJ B7C1 60-61,36.5126
4564,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4445-HIJ B7C1 60-61,Background,4445-HIJ B7C1 60-61,83.589211
4565,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4446-HIJ B7C1 60-61,Background,4446-HIJ B7C1 60-61,99.364677
4566,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4453-HIJ B7C1 60-61,Background,4453-HIJ B7C1 60-61,119.9412
4567,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4454-HIJ B7C1 60-61,Background,4454-HIJ B7C1 60-61,104.783928
4568,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4459-HIJ B7C1 60-61,Background,4459-HIJ B7C1 60-61,16.652155
4576,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4474-HIJ B7C1 60-61,Background,4474-HIJ B7C1 60-61,21.666243
4583,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4526-HIJ B7C1 63-64,Background,4526-HIJ B7C1 63-64,68.131126
4584,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4528-HIJ B7C1 63-64,Background,4528-HIJ B7C1 63-64,62.405514
4585,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4529-HIJ B7C1 63-64,Background,4529-HIJ B7C1 63-64,83.297165
4597,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4572-HIJ B7C1 65-66,Background,4572-HIJ B7C1 65-66,88.575806
4609,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4651-HIJ B7C1 66-67,Background,4651-HIJ B7C1 66-67,75.619019
4618,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4696-HIJ B7C1 66-67,Background,4696-HIJ B7C1 66-67,85.743492
4621,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4745-HIJ B7C1 66-67,Background,4745-HIJ B7C1 66-67,127.454124
4624,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4750-HIJ B7C1 66-67,Background,4750-HIJ B7C1 66-67,125.324097
4627,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4759-HIJ B7C1 67-68,Background,4759-HIJ B7C1 67-68,49.356689
4641,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4827-HIJ B7C1 68-69,Background,4827-HIJ B7C1 68-69,26.217169
4642,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4830-HIJ B7C1 68-69,Background,4830-HIJ B7C1 68-69,43.588619
4643,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4839-HIJ B7C1 68-69,Background,4839-HIJ B7C1 68-69,141.212372
4644,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4841-HIJ B7C1 68-69,Background,4841-HIJ B7C1 68-69,41.939018
4652,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4874-HIJ B7C1 69-70,Background,4874-HIJ B7C1 69-70,152.443848
4674,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4977-HIJ B7C1 70-71,Background,4977-HIJ B7C1 70-71,132.749771
4677,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4986-HIJ B7C1 70-71,Background,4986-HIJ B7C1 70-71,76.577118
4708,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5080-HIJ B7C1 71-72,Background,5080-HIJ B7C1 71-72,89.00647
4720,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5100-HIJ B7C1 71-72,Background,5100-HIJ B7C1 71-72,43.329041
4726,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5114-HIJ B7C1 71-72,Background,5114-HIJ B7C1 71-72,69.595482
4738,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5141-HIJ B7C1 71-72,Background,5141-HIJ B7C1 71-72,83.492943
4746,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5158-HIJ B7C1 71-72,Background,5158-HIJ B7C1 71-72,34.593945
4748,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5163-HIJ B7C1 71-72,Background,5163-HIJ B7C1 71-72,172.423676
4758,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5206-HIJ B7C1 71-72,Background,5206-HIJ B7C1 71-72,112.692284
4761,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5211-HIJ B7C1 71-72,Background,5211-HIJ B7C1 71-72,30.58255
4771,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5230-HIJ B7C1 71-72,Background,5230-HIJ B7C1 71-72,30.556997
4802,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5331-HIJ B7C1 73-74,Background,5331-HIJ B7C1 73-74,77.947746
4805,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5347-HIJ B7C1 74-75,Background,5347-HIJ B7C1 74-75,81.199776
4806,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5359-HIJ B7C1 75-76,Background,5359-HIJ B7C1 75-76,160.095764
4807,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5360-HIJ B7C1 75-76,Background,5360-HIJ B7C1 75-76,93.844658
4810,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5363-HIJ B7C1 75-76,Background,5363-HIJ B7C1 75-76,58.329468
4811,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5365-HIJ B7C1 76-77,Background,5365-HIJ B7C1 76-77,57.641071
4814,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5374-HIJ B7C1 76-77,Background,5374-HIJ B7C1 76-77,56.93441
4823,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5396-HIJ B7C1 76-77,Background,5396-HIJ B7C1 76-77,104.355125
4845,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5481-HIJ B7C1 78-79,Background,5481-HIJ B7C1 78-79,39.491817
4848,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5486-HIJ B7C1 79-80,Background,5486-HIJ B7C1 79-80,75.217331
4851,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5489-HIJ B7C1 79-80,Background,5489-HIJ B7C1 79-80,155.916977
4852,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5493-HIJ B7C1 79-80,Background,5493-HIJ B7C1 79-80,25.408745
4860,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5524-HIJ B7C1 79-80,Background,5524-HIJ B7C1 79-80,37.317463
4864,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5539-HIJ B7C1 79-80,Background,5539-HIJ B7C1 79-80,31.077789
4865,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5545-HIJ B7C1 79-80,Background,5545-HIJ B7C1 79-80,58.777409
4868,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5551-HIJ B7C1 79-80,Background,5551-HIJ B7C1 79-80,90.529381
5203,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanypodinae\0625-HIJ B7C1 17-18,Background,0625-HIJ B7C1 17-18,55.313416
5212,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanypodinae\3181-HIJ B7C1 37-38,Background,3181-HIJ B7C1 37-38,35.499554
50,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\0194-HIJ B7C1 11-12,Blurry specimens,0194-HIJ B7C1 11-12,87.545105
81,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\0267-HIJ B7C1 11-12,Blurry specimens,0267-HIJ B7C1 11-12,57.07082
126,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\1676-HIJ B7C1 4-5,Blurry specimens,1676-HIJ B7C1 4-5,92.467888
228,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\4396-HIJ B7C1 60-61,Blurry specimens,4396-HIJ B7C1 60-61,176.107864
243,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\4449-HIJ B7C1 60-61,Blurry specimens,4449-HIJ B7C1 60-61,127.622292
244,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\4451-HIJ B7C1 60-61,Blurry specimens,4451-HIJ B7C1 60-61,120.769501
245,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\4455-HIJ B7C1 60-61,Blurry specimens,4455-HIJ B7C1 60-61,119.511253
282,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0023-HIJ B7C1 0-1,Blurry specimens,0023-HIJ B7C1 0-1,68.331581
284,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0026-HIJ B7C1 0-1,Blurry specimens,0026-HIJ B7C1 0-1,101.123215
285,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0030-HIJ B7C1 0-1,Blurry specimens,0030-HIJ B7C1 0-1,39.76334
286,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0033-HIJ B7C1 0-1,Blurry specimens,0033-HIJ B7C1 0-1,42.407978
287,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0056-HIJ B7C1 0-1,Blurry specimens,0056-HIJ B7C1 0-1,135.055252
288,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0058-HIJ B7C1 0-1,Blurry specimens,0058-HIJ B7C1 0-1,170.756287
289,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0059-HIJ B7C1 0-1,Blurry specimens,0059-HIJ B7C1 0-1,161.311508
290,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0061-HIJ B7C1 0-1,Blurry specimens,0061-HIJ B7C1 0-1,57.155937
291,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0062-HIJ B7C1 0-1,Blurry specimens,0062-HIJ B7C1 0-1,68.789513
292,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0073-HIJ B7C1 1-2,Blurry specimens,0073-HIJ B7C1 1-2,96.074135
295,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0080-HIJ B7C1 1-2,Blurry specimens,0080-HIJ B7C1 1-2,106.303596
317,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0376-HIJ B7C1 12-13,Blurry specimens,0376-HIJ B7C1 12-13,90.553635
318,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0381-HIJ B7C1 12-13,Blurry specimens,0381-HIJ B7C1 12-13,16.471205
323,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0399-HIJ B7C1 14-15,Blurry specimens,0399-HIJ B7C1 14-15,101.867897
325,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0402-HIJ B7C1 14-15,Blurry specimens,0402-HIJ B7C1 14-15,97.068413
326,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0403-HIJ B7C1 14-15,Blurry specimens,0403-HIJ B7C1 14-15,131.074387
327,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0404-HIJ B7C1 14-15,Blurry specimens,0404-HIJ B7C1 14-15,114.736839
328,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0405-HIJ B7C1 14-15,Blurry specimens,0405-HIJ B7C1 14-15,127.600098
331,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0409-HIJ B7C1 14-15,Blurry specimens,0409-HIJ B7C1 14-15,109.758408
332,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0410-HIJ B7C1 14-15,Blurry specimens,0410-HIJ B7C1 14-15,98.048721
334,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0418-HIJ B7C1 14-15,Blurry specimens,0418-HIJ B7C1 14-15,41.589066
335,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0420-HIJ B7C1 14-15,Blurry specimens,0420-HIJ B7C1 14-15,139.317368
336,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0424-HIJ B7C1 14-15,Blurry specimens,0424-HIJ B7C1 14-15,82.018333
338,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0446-HIJ B7C1 14-15,Blurry specimens,0446-HIJ B7C1 14-15,71.357689
342,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0464-HIJ B7C1 14-15,Blurry specimens,0464-HIJ B7C1 14-15,34.3564
343,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0469-HIJ B7C1 14-15,Blurry specimens,0469-HIJ B7C1 14-15,68.633484
344,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0470-HIJ B7C1 14-15,Blurry specimens,0470-HIJ B7C1 14-15,55.059219
345,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0472-HIJ B7C1 14-15,Blurry specimens,0472-HIJ B7C1 14-15,77.231125
346,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0473-HIJ B7C1 14-15,Blurry specimens,0473-HIJ B7C1 14-15,121.682907
347,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0475-HIJ B7C1 14-15,Blurry specimens,0475-HIJ B7C1 14-15,76.130638
350,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0483-HIJ B7C1 14-15,Blurry specimens,0483-HIJ B7C1 14-15,31.246359
351,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0484-HIJ B7C1 14-15,Blurry specimens,0484-HIJ B7C1 14-15,50.566814
353,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0500-HIJ B7C1 14-15,Blurry specimens,0500-HIJ B7C1 14-15,130.084091
357,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0505-HIJ B7C1 14-15,Blurry specimens,0505-HIJ B7C1 14-15,117.331184
360,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0508-HIJ B7C1 14-15,Blurry specimens,0508-HIJ B7C1 14-15,90.744789
361,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0509-HIJ B7C1 14-15,Blurry specimens,0509-HIJ B7C1 14-15,105.564575
363,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0513-HIJ B7C1 14-15,Blurry specimens,0513-HIJ B7C1 14-15,85.861221
364,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0514-HIJ B7C1 14-15,Blurry specimens,0514-HIJ B7C1 14-15,54.827206
365,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0515-HIJ B7C1 14-15,Blurry specimens,0515-HIJ B7C1 14-15,99.662987
366,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0520-HIJ B7C1 14-15,Blurry specimens,0520-HIJ B7C1 14-15,107.752464
367,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0523-HIJ B7C1 14-15,Blurry specimens,0523-HIJ B7C1 14-15,42.696861
368,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0524-HIJ B7C1 14-15,Blurry specimens,0524-HIJ B7C1 14-15,38.247902
369,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0525-HIJ B7C1 14-15,Blurry specimens,0525-HIJ B7C1 14-15,46.267696
370,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0526-HIJ B7C1 14-15,Blurry specimens,0526-HIJ B7C1 14-15,47.576813
372,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0528-HIJ B7C1 14-15,Blurry specimens,0528-HIJ B7C1 14-15,90.625343
373,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0531-HIJ B7C1 14-15,Blurry specimens,0531-HIJ B7C1 14-15,111.832932
374,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0532-HIJ B7C1 14-15,Blurry specimens,0532-HIJ B7C1 14-15,219.247482
375,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0535-HIJ B7C1 14-15,Blurry specimens,0535-HIJ B7C1 14-15,151.208191
377,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0538-HIJ B7C1 14-15,Blurry specimens,0538-HIJ B7C1 14-15,130.050568
378,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0545-HIJ B7C1 14-15,Blurry specimens,0545-HIJ B7C1 14-15,81.808952
379,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0549-HIJ B7C1 14-15,Blurry specimens,0549-HIJ B7C1 14-15,38.714077
380,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0550-HIJ B7C1 14-15,Blurry specimens,0550-HIJ B7C1 14-15,137.430832
381,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0552-HIJ B7C1 14-15,Blurry specimens,0552-HIJ B7C1 14-15,46.525852
382,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0553-HIJ B7C1 14-15,Blurry specimens,0553-HIJ B7C1 14-15,110.626335
383,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0581-HIJ B7C1 17-18,Blurry specimens,0581-HIJ B7C1 17-18,216.930496
384,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0582-HIJ B7C1 17-18,Blurry specimens,0582-HIJ B7C1 17-18,330.469238
387,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0585-HIJ B7C1 17-18,Blurry specimens,0585-HIJ B7C1 17-18,88.135246
394,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0595-HIJ B7C1 17-18,Blurry specimens,0595-HIJ B7C1 17-18,57.381859
395,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0600-HIJ B7C1 17-18,Blurry specimens,0600-HIJ B7C1 17-18,38.237072
397,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0607-HIJ B7C1 17-18,Blurry specimens,0607-HIJ B7C1 17-18,62.763252
398,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0608-HIJ B7C1 17-18,Blurry specimens,0608-HIJ B7C1 17-18,84.066307
399,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0609-HIJ B7C1 17-18,Blurry specimens,0609-HIJ B7C1 17-18,38.211651
405,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0633-HIJ B7C1 17-18,Blurry specimens,0633-HIJ B7C1 17-18,58.566151
409,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0660-HIJ B7C1 17-18,Blurry specimens,0660-HIJ B7C1 17-18,53.207481
412,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0669-HIJ B7C1 17-18,Blurry specimens,0669-HIJ B7C1 17-18,78.248924
413,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0670-HIJ B7C1 17-18,Blurry specimens,0670-HIJ B7C1 17-18,68.850815
426,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0818-HIJ B7C1 18-19,Blurry specimens,0818-HIJ B7C1 18-19,28.478212
427,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0823-HIJ B7C1 18-19,Blurry specimens,0823-HIJ B7C1 18-19,187.709778
430,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0861-HIJ B7C1 19-20,Blurry specimens,0861-HIJ B7C1 19-20,96.376587
434,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0900-HIJ B7C1 2-3,Blurry specimens,0900-HIJ B7C1 2-3,77.538528
435,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0903-HIJ B7C1 2-3,Blurry specimens,0903-HIJ B7C1 2-3,62.121677
436,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0904-HIJ B7C1 2-3,Blurry specimens,0904-HIJ B7C1 2-3,41.645134
437,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0905-HIJ B7C1 2-3,Blurry specimens,0905-HIJ B7C1 2-3,77.426949
440,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0908-HIJ B7C1 2-3,Blurry specimens,0908-HIJ B7C1 2-3,49.073437
441,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0911-HIJ B7C1 20-21 .czi - ScanRegion10.jpg,Blurry specimens,0911-HIJ B7C1 20-21 ,128.348495
442,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0923-HIJ B7C1 20-21 .czi - ScanRegion12.jpg,Blurry specimens,0923-HIJ B7C1 20-21 ,32.770992
443,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0935-HIJ B7C1 20-21 .czi - ScanRegion13.jpg,Blurry specimens,0935-HIJ B7C1 20-21 ,19.744913
444,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\0949-HIJ B7C1 20-21 .czi - ScanRegion16.jpg,Blurry specimens,0949-HIJ B7C1 20-21 ,96.706924
449,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1028-HIJ B7C1 21-22 4ml.czi - ScanRegion10.jpg,Blurry specimens,1028-HIJ B7C1 21-22 ,194.953552
454,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1079-HIJ B7C1 21-22 4ml.czi - ScanRegion19.jpg,Blurry specimens,1079-HIJ B7C1 21-22 ,26.93515
459,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1098-HIJ B7C1 21-22 4ml.czi - ScanRegion7.jpg,Blurry specimens,1098-HIJ B7C1 21-22 ,60.074562
460,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1099-HIJ B7C1 21-22 4ml.czi - ScanRegion7.jpg,Blurry specimens,1099-HIJ B7C1 21-22 ,97.086945
462,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1102-HIJ B7C1 21-22 4ml.czi - ScanRegion7.jpg,Blurry specimens,1102-HIJ B7C1 21-22 ,131.381943
464,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1105-HIJ B7C1 21-22 4ml.czi - ScanRegion7.jpg,Blurry specimens,1105-HIJ B7C1 21-22 ,171.187637
